NOUN,VERB,ADV,ADJ,CCONJ,EX_M,Q_M,POS,NEG,BOOL_NOUN,BOOL_VERB,BOOL_ADV,BOOL_ADJ,BOOL_CCONJ,LABEL,TEXT,AI
17,5,3,1,3,0,1,0,1,1,1,1,1,1,neutre," Polopopo Polopopo ( et Polopopo en copie ) , On était en train de discuter avec Polopopo de la possibilité de faire une réunion par rapport à le travil que tu as effectué durant l' été . Ca serait l' occasion pour moi de voir plus en détail ce qui a été fait et on pourrait rediscuter avec Polopopo des problèmes que nous avons évoqués hier à Polopopo . Serais -tu disponible mardi le 17 pour une réunion à Polopopo ? La réunion pourrait avoir lieu à 11 h , à midi ou à 13 h . A bientôt , Polopopo",0
72,38,36,18,12,0,2,8,5,1,1,1,1,1,neutre," Polopopo , à le cas où tu n’ as plus mal à la tête , t’ inquiète pas , j’ ai trouvé un bug qui fera revenir la douleur . Je viens de trouver un bug important dans le script qui nettoie les treebanks concantenés , pour qu’ on ait des nombres de tokens comparable dans les deux langues . En fait le script ne trouvait pas les phrases qui étaient en dessous de la limite inférieure , mais trouvait bien les phrases plus longues que la limite supérieure . Je ne sais pas si tu te rappelles mais en gros si par exemple on donne à le script un treebank concantené avec 1000 phrases écrites et 1000 phrases orales , il calcule the interquartile range pour le nombre de tokens . Il élimine ensuite disons toutes les phrases qui ont moins de 5 tokens et plus de 50 . On finit donc avec 700 phrases écrites et 800 phrases orales disons . Le script donc revient à le treebanks non concantenés et cherche 300 phrases a l’ écrit et 200 phrases a l’ oral , dont les longueurs sont dans le iqr calculé avant , pour finir avec 1000 phrases de chaque côté . de le coup maintenant le script élimine bien plus de phrases , particulièrement dans l’ oral-ecrit , parce qu’ il y a plein des phrases tres courtes à l’ oral . Tout va bien quand on veut 1000 phrases de chaque côté , mais si on veut 2000 on n’ a pas assez de phrases dans le treebank oral avec un nombre de tokens dans l’ Polopopo pour remplacer ce qu’ on a supprimé , donc on finit avec 2000 phrases de l’ écrit et 1477 phrases dans l’ oral . Les longueurs seront comparables , mais bien évidemment le nombre de phrases ne l’ est plus . Avec 2776 phrases , on a 2776 phrases écrites et 1252 de phrases orales ( j’ aurais dû me rendre compte qu’ il serait impossible d’ avoir le nombre total de phrases dans le treebank final !!! ) Donc , dans ce cas , est -ce qu’ on fait des experiences avec moins de phrases pour l’ oral écrit ? Est -ce que c’ est preferable d’ avoir plus de phrases mais des longueurs pas normalisés ? Polopopo",0
36,10,5,16,9,0,0,6,3,1,1,1,1,1,tristesse," Chères et chers collègues , J' ai la grande tristesse de vous annoncer le décès de Polopopo Polopopo . Élu maître de conférences en 1972 à la Polopopo Nouvelle , il y est devenu professeur des universités en 1978 . Il y a enseigné la littérature anglaise moderne et contemporaine jusqu' à sa retraite en 2000 et a été également président de le jury de l' agrégation d' anglais de 1987 à 1991 . Spécialiste internationalement reconnu de poésie britannique , en particulier de Polopopo Polopopo , de Polopopo Polopopo et des poètes anglais de le XXe siècle , il a publié de nombreux articles et ouvrages dans ce domaine . Il a notamment préfacé et co-dirigé une Anthologie bilingue de la poésie anglaise de référence , dans la Bibliothèque de la Polopopo . Sa passion pour la transmission et la pédagogie a marqué plusieurs générations d' étudiants et de collègues . à le nom de toute la communauté de la Polopopo Nouvelle , j' adresse mes sincères condoléances à sa famille et à ses proches . Très cordialement",0
35,9,8,14,8,0,1,7,3,1,1,1,1,1,tristesse," Chères et chers collègues , J' ai la grande tristesse de vous annoncer le décès de Polopopo Polopopo , survenu le 27 août dernier . Polopopo Polopopo était enseignant à le sein de le département de Médiation culturelle depuis 2004 . Durant sa carrière , il a enseigné à l' Université Polopopo 8 Polopopo - Polopopo , à l' Polopopo Polopopo Polopopo , à Polopopo Polopopo Polopopo avant de nous rejoindre en 2004 en tant que chargé de cours , puis depuis 2012 en tant que Polopopo . Il travaillait également depuis 2004 pour l' association "" Cultures de le Coeur "" en tant que concepteur et responsable de la formation nationale à la médiation culturelle . En 2012 , il a publié l’ ouvrage "" Et si on partageait la culture ? Essai sur la médiation culturelle et le potentiel de le spectateur "" à les Éditions de l’ Polopopo . Par sa passion et son expérience professionnelle , Polopopo Polopopo a beaucoup apporté à le département de Médiation culturelle et à la Polopopo Nouvelle dans son ensemble . à le nom de toute la communauté de la Polopopo Nouvelle , j' adresse mes sincères condoléances à sa famille et à ses proches . Très cordialement ,",0
28,9,5,20,7,0,0,8,2,1,1,1,1,1,tristesse," Chères et chers collègues , J’ ai la grande tristesse de vous annoncer le décès de Polopopo Polopopo , survenu le 8 août dernier . Polopopo Polopopo a présidé le conseil de gestion de l’ Institut de les Hautes Études de l’ Polopopo Latine de 2000 à 2023 . Grand connaisseur de l’ Polopopo latine , il avait un attachement particulier pour le Polopopo , Polopopo et le Polopopo . Tout à le long de sa carrière , il a travaillé à le renforcement de les relations entre les entreprises françaises et latino-américaines . Il a été un conférencier reconnu . Polopopo Polopopo a grandement contribué à faire de notre université un acteur incontournable de la coopération universitaire entre la Polopopo et l' Polopopo latine . Les directeurs et directrices de l’ Polopopo ont toujours pu compter sur sa présence active et bienveillante comme sur sa vision stratégique . à le nom de toute la communauté de la Polopopo Nouvelle , j' adresse mes sincères condoléances à sa famille et à ses proches . Très cordialement ,",0
6,3,1,1,0,0,1,1,0,1,1,1,1,0,neutre," Bonjour Madame , Je vous contacte afin de renouveler mon abonnement annuel à les cours de curling dispensés par votre centre . Quelle démarche dois -je entreprendre ? Merci .",0
53,22,14,15,6,0,0,11,1,1,1,1,1,1,neutre," C' est noté . Je recontacte le service de les diplômes dès que j' ai des nouvelles de les procès-verbaux .** Bonjour Monsieur , la procédure à suivre est la suivante : - Vous devez premièrement remplir un bordereau de versement en indiquant le nombre de boîtes à verser et le contenu de ces dernières . Pour chaque boîte , veuillez indiquer les typologies majoritaires présentes ainsi que leurs dates extrêmes ( date de le document le plus ancien - date de le document le plus récent ) . Aller dans le détail n' est pas nécessaire , essayez juste de rédiger une description qui nous permettrait de retrouver un document spécifique en cas de demande . - Faites ensuite signer ce bordereau à votre responsable et renvoyez le à la liste générique de le service de les archives . - Nous validerons ce dernier et vous proposerons une date de collecte . Veillez également à prévoir une version papier et signée ( manuscrite ) de le bordereau afin que ce dernier soit récupéré à le moment de la collecte . Il sera ensuite signé par la responsable de le service de les archives et vous sera renvoyé sous peu . Ce bordereau agira comme preuve de le versement et vous aidera dans d' éventuelles futures demandes de communication . Je vous joins un bordereau de le service financier actuellement en cours de classement , vous pouvez vous en inspirer pour l' organisation de le votre . Je reste à votre disposition pour d' éventuelles interrogations . Bien à vous ,",0
9,8,4,1,1,1,0,3,3,1,1,1,1,1,joie, Ça s' est super bien passé ! On a évoqué les soucis à le niveau de l' absence de documentation concernant les procédures d' habilitation et plein d' autres problèmes que j' ai pu relevés . Je te donnerai des nouvelles quand tu reviens . TU AS DE QUOI ÊTRE FIÈRE LÀ,0
13,9,8,2,0,0,1,1,3,1,1,1,1,0,tristesse," Bonjour , J' ai utilisé une machine kumo à la cafétéria crous de la sorbonne nouvelle , les bento à le poulet étaient notés disponibles sur l' écran j' en ai donc commandé un . Seulement il n' y en avait plus dans la machine . J' ai été débitée de 6euros sans avoir rien reçu ... Quelle procédure dois -je suivre pour être remboursée ? Je ne peux malheureusement pas juste ignorer ce paiement avec ma situation d' étudiante .",0
8,5,4,0,2,0,0,1,4,1,1,1,0,1,tristesse," Polopopo Polopopo , je suis désolée mais je ne pourrais pas être là à la répétition de mercredi . Je suis vraiment surchargée avec les cours et j' ai à peine regardé les grilles . Je vais écrire un message sur le groupe whatsapps pour prévenir les autres .",0
10,14,7,0,2,0,0,1,2,1,1,1,0,1,colère," Polopopo , je peux pas parler sur mon téléphone vu qu' il est cassé , j' en peux plus , de le coup j' écris des mails oui Polopopo EN EST LÀ . Jte jure j' étais à Polopopo et il s' est éteint mais vu que le bouton marche plus Polopopo Polopopo EST ÉTEINT À JAMAIS . Je vais cabler mdrrr . Tout à l' heure rendez -vous 19 h 30 à la mairie si t' es pas là JE TE PÈTE LES GENOUX .",0
2,2,4,2,0,1,0,3,0,1,1,1,1,0,surprise_pos," Oh génial , je ne pensais pas que nous pourrions revenir aussi tôt , merci pour l' information . Bonne semaine à tous !",0
0,3,1,2,0,2,0,1,0,0,1,1,1,0,surprise_pos," Incroyable !!! TU VOIS ! Je savais que t' allais l' avoir , je suis trop contente pour toi !",0
7,6,6,5,3,0,0,7,1,1,1,1,1,1,surprise_pos," Ah oui , en fait je m' attendais pas à ça mais je trouve que ça rend vachement bien , j' imaginais un résumé rapide mais tu nous as vraiment fait un roman . Trop bien , mais en vrai la prochaine fois je suis chaud pour le faire à ta place , comme ça on a un bel historique de nos parties",0
8,10,4,0,0,0,3,2,3,1,1,1,0,0,surprise_neg," Bonjour , Je donne suite à le mail que je viens de vous envoyer . Je viens de recevoir un courriel m' indiquant que ma candidature avait été refusée . Quel courriel dois -je croire ? S' agit -il d' une erreur ? Ai -je fait la formation alors que j' avais été refusée ? Je ne comprends pas cette situation . Merci beaucoup ,",0
5,3,4,0,0,0,0,0,0,1,1,1,0,0,surprise_neg, J' avoue ne pas comprendre le ton utilisé dans votre mail de réponse à ma demande . Je n' avais pas été averti de la procédure à suivre .,0
17,10,5,5,0,0,0,2,2,1,1,1,1,0,surprise_neg," Bonjour Madame , les demandes de le patrimoine sont toujours traitées dans un délai inférieur à une semaine malgré la charge de travail conséquente qu' elles engendrent . Les demandes , souvent peu précises , mobilisent généralement l' ensemble de l' équipe pendant plusieurs heures consécutives . Votre courriel , bien que pris en compte , nous semble ignorer ce travail collaboratif commencé il y a de cela plusieurs mois . Nous reviendrons vers vous dès que l' ensemble de les documents demandés aura été retrouvé .",0
5,3,1,2,1,1,0,4,0,1,1,1,1,1,joie," Bonsoir Polopopo , Polopopo m' a dit que lire ma khôlle de scénario t' intéresserait et je serais quant à moi ravie d' en avoir un retour si cela te convient ! Passe une bonne soirée : ) Polopopo",0
5,2,3,1,1,0,0,2,1,1,1,1,1,1,surprise_neg, Je vous transfère un mail de Mr Polopopo et a priori on est encore dans la merde avec la fac … Bonne chance quand même 😉,0
2,2,0,1,0,0,0,0,1,1,1,0,1,0,neutre," Bonjour , Absente jusqu' à le 10 mai 2024 inclus , je vous répondrai à mon retour . Cordialement ,",0
2,0,1,1,0,1,0,2,0,1,0,1,1,0,joie," Merci beaucoup madame ! Bonne journée à vous ,",0
8,4,3,1,0,0,0,3,2,1,1,1,1,0,tristesse," Cher .e.s collègues , Cher.e.s étudiant .e.s , J’ ai le regret de vous confirmer que , sur recommandation de le Rectorat de Polopopo , la “ Dernière fête à Polopopo ” , qui devait avoir lieu demain , est annulée . Bien cordialement ,",0
2,1,4,1,0,0,3,3,0,1,1,1,1,0,colère, Bonjour Madame Pourquoi les Polopopo Polopopo n' ont rien reçu ? Est -ce à moi de les envoyer ? Merci de me dire le plus rapidement possible svp ? Merci,0
2,0,1,1,0,1,0,3,0,1,0,1,1,0,surprise_pos," D' accord , merci beaucoup ! Bonne journée à vous ,",0
2,3,5,0,1,0,0,1,0,1,1,1,0,1,surprise_neg," Merci pour votre réponse , néanmoins je ne comprends pas pourquoi contacter le Polopopo puisqu' il s' agit d' un cours dépendant de Polopopo et non de le Polopopo de P3 ...",0
16,6,1,2,1,0,0,7,1,1,1,1,1,1,neutre," À ce jour , certains documents devant être collectés par vos donneurs d’ ordres sur la plateforme Polopopo sont manquants ou expirés . Veuillez renseigner les documents suivants : Pour l’ établissement ..... : Attestation de vigilance ( 6 mois ) Donneur d’ ordres concerné : Polopopo Connectez -vous à votre compte Polopopo https://declarants.e-attestations.com/EAttestationsFO afin de mettre à jour vos dossiers . Cordialement , L' équipe Polopopo",0
19,6,5,5,0,0,0,6,2,1,1,1,1,0,neutre," Bonjour , Vous êtes auto-entrepreneur , vous avez l' obligation de déclarer pour le 3ème Trimestre 2024 votre chiffre d' affaires , même lorsque ce montant est nul . Si votre chiffre d' affaires est supérieur à zéro , vous devez également payer les cotisations correspondantes . Nous vous invitons à vous connecter à votre service en ligne avant le 31/10/2024 23:59 . Merci de ne pas tenir compte de ce message si vous avez déjà effectué ces formalités . Nous vous remercions de votre confiance . Cordialement Pour toute information , nous vous invitons à vous rapprocher de votre interlocuteur habituel à le 3698",0
7,3,0,1,1,0,0,1,0,1,1,0,1,1,joie," J’ ai trouvé ce poème en cherchant à récupérer des transcriptions d’ émissions de radio . Ça parle de fruits et de le jardin à l’ automne , c’ est chouette .",0
1,0,0,2,1,1,0,2,1,1,0,0,1,1,joie," C’ est simple et beau , bisous !",0
2,2,1,3,1,3,0,2,0,1,1,1,1,1,joie, Il est déjà MAGNIFIQUE ! J’ adore et je suis pressée de le voir en vrai 😃 ! ! Gros bisous maman,0
16,5,1,2,0,0,0,2,0,1,1,1,1,0,neutre," Bonjour Madame Polopopo , Je voudrais savoir si c’ était possible d’ effectuer une validation de les acquis pour le cours d’ anglais . Dans le cadre de mon premier master , j’ ai suivi le cours « Topics in Linguistics » dispensé en anglais . Mon relevé de notes est joint à ce mail . Je peux également vous envoyer un descriptif de le cours , en cas de besoin .",0
7,4,2,2,1,0,0,5,1,1,1,1,1,1,joie," Bonjour , J' ai une très bonne nouvelle . Hier , la préfecture m' a accordé une attestation de prolongation et une décision favorable . J' ai pu reprendre l' alternance . Je vous remercie pour votre soutien . Cordialement ,",0
11,9,9,0,1,0,1,1,0,1,1,1,0,1,tristesse," Je vous écris pour comprendre mes options si je n' arrive pas à commencer mon stage d' ici juin . Comme vous le savez , je n' ai toujours pas reçu mon titre de séjour malgré mes efforts et je me trouve coincée . Alors , je voudrais savoir mes options à le cas où je n' arrive pas à faire mon stage ce semestre . Est -ce que vous avez des conseils ?",0
29,15,13,5,4,0,1,14,2,1,1,1,1,1,tristesse," Bonjour Madame , J' espère que vous allez bien . J' aurais besoin de votre aide sur une question qui ne concerne pas directement mon alternance , mais plutôt mon séjour en Polopopo . Je viens d' apprendre que la préfecture lyonnaise est réputée pour être l' une de les plus lentes en Polopopo . Mon titre de séjour expire aujourd'hui , et malheureusement , je n' ai reçu aucune réponse de leur part malgré mes relances . En discutant avec des amis qui ont été dans la même situation à Polopopo , ils m' ont recommandé de solliciter l' aide de mon université pour relancer la demande de renouvellement de titre de séjour , ce qui les a aidés à obtenir une réponse plus rapidement . Serait -il possible que l' Université Polopopo Polopopo puisse m' apporter son soutien dans cette démarche ? Je vous avoue être quelque peu désemparée dans cette situation et je ne sais pas vers qui me tourner . Je vous remercie d' avance pour votre attention et votre aide . Cordialement ,",0
26,13,7,4,1,0,0,4,5,1,1,1,1,1,tristesse," Bonjour , Hier après-midi , en me rendant à l' Université ( je voulais notamment assister à la répétition de la présentation pour l' Polopopo ) j' ai fait une chute dans les escaliers de le métro . J' ai ressenti une très forte douleur à le poignet droit . Celle-ci ne passant pas , je me suis rendu ce matin de bonne heure à les urgences de l' hôpital Polopopo , où l'on m' a passé une radio , constaté une fracture et posé un plâtre . Je suis arrêté jusqu' à le 15 février . Je transmets à le plus vite le formulaire d' accident de le travail à Madame Polopopo , que je mets en copie de ce message . J' informe mes étudiants de mon indisponibilité . Désolé de cet incident , Bien à vous ,",0
156,63,44,40,26,0,0,24,20,1,1,1,1,1,tristesse," Bonjour Madame , Tout d' abord , nous espérons que vous vous portez bien ainsi que vos proches . Nous vous écrivons ce mail afin de vous informer qu' avec un certain nombre d' étudiant.es et de personnel .les enseignant.es de l' Polopopo Polopopo nous nous sommes réuni.es en ligne le 26 mars pour parler ensemble de les difficultés que nous rencontrons chacun de notre côté depuis le début de le confinement . En effet , la situation sanitaire engendre , comme vous le savez sûrement , des difficultés plus ou moins graves pour l' ensemble de la population . Parmi nous , certain .es vivent confiné.e.s dans des espaces réduits , à le sein de familles nombreuses ou en communautés plus grandes ( et doivent s' occuper de leurs petits frères et / ou petites sœurs ou de leurs enfants en bas âge ) , d' autres n' ont même pas de logement décent ( une étudiante en situation de handicape a par exemple été obligée de quitter sont logement de le Polopopo suite à la fermeture de sa résidence ) . Par ailleurs , les employeur.es de certain.es des étudiant.es ont profité de la fermeture de les universités pour augmenter leur nombre d' heures de travail , par exemple dans les supermarchés . A cela s' ajoutent les problèmes techniques liés à la fermeture de les bibliothèques qui empêchent une continuité pédagogique sereine : connexion internet absente ou mauvaise , aucun accès à un ordinateur ou ordinateur en panne ( et impossibilité de le réparer ) ou encore ordinateur partagé avec des parents / conjoints en télétravail . De plus , nous nous voyons privé.es de l' accès à les livres nécessaires à nos études . Enfin , certain .es parmi nous sont directement touché.es par le coronavirus , ou doivent s' occuper de proches malades . Certains ont même déjà perdu un proche . Quoiqu' il en soit , cette situation de confinement est stressante psychologiquement pour beaucoup d' entre nous , ne serait -ce que par l' environnement anxiogène et l' isolement que crée la pandémie . Ces difficultés concernent , à des degrés divers , l' ensemble de les étudiant .es . A tout ce stress , vient s' ajouter celui lié à nos notes de partiel et de contrôle continu car nous nous inquiétons de le mail de Monsieur Polopopo informant de le maintien de les évaluations en ligne malgré la situation actuelle . Or , à le cours de cette même réunion , nous avons appris que le département de Sciences de le Langage s' était positionné en faveur de mesures plus adaptées à la situation exceptionnelle que nous vivons : dans le cas où des notes ont été données avant le confinement , le département Polopopo propose que celles-ci soient conservées , et qu' un DM facultatif soit proposé à les étudiant .es . Dans le cas où aucune note n' a été donnée , le département Polopopo suggère de faire preuve de la plus grande indulgence , voire d' envisager un nombre de points garanti , même si le devoir n' est pas rendu . Cette position de le département Polopopo nous a semblé intéressante . Pourtant , le fait de conserver la moyenne de les notes obtenues avant le confinement revient à pénaliser les étudiant.es ayant une moyenne inférieure à 10 et ne pouvant pas , pour les raisons citées , rendre un devoir supplémentaire . Nous avons , à la fin de la réunion , procédé à un sondage rapide qui a fait apparaître une autre proposition qui consisterait en un devoir maison facultatif avec une note plancher de 12 / 20 , même si le devoir n' est pas rendu . D' ailleurs , cette solution semble évoquée dans de nombreuses UFR , en discussion avec les enseignant.es et les directions . Nous craignons également que les enseignant.es ne se trouvent pas dans de bonnes conditions pour nous évaluer , car ils et elles peuvent partager les mêmes problèmes que nous . C' est pourquoi nous faisons appel à votre indulgence , malgré les directives que vous recevez , pour mettre en place une note plancher de 12 à le dossier de votre matière même si il n' est pas rendu , ce qui nous semble être la proposition la plus juste . Nous avons prévu de nous rencontrer de nouveau entre étudiant.es et personnel .les Polopopo sur la plateforme Polopopo dès lundi prochain à 12 h 30 ( lien vers le serveur: https://discord.gg/Hp8pt7), et nous vous invitons à y participer si vous le souhaitez . Dans l' attente de votre réponse , nous comptons sur votre compréhension et votre bienveillance .",0
39,26,25,11,10,0,0,10,7,1,1,1,1,1,tristesse," Chères Polopopo et Polopopo , J’ assure depuis la rentrée de janvier le Polopopo de Langage à le quotidien pour le groupe Polopopo le jeudi de 17 h 40 à 19 h 40 . En plus d’ être un horaire particulièrement difficile pour les étudiants et pour moi-même ( c’ est ma première année d’ enseignement ) , ce semestre s’ avère compliqué de le fait de les nombreuses absences de Polopopo Polopopo qui assure le cours qui précède le mien ( 15 h 30 à 17h30 ) . Les étudiants ne sont généralement pas informés de ses absences . De plus , sur les 6 cours qui ont précédé les vacances , elle a été présente deux fois et leur a fait cours 1h seulement à chaque fois . J’ en ai discuté plusieurs fois avec Polopopo , et hier nous avons convenu toutes les deux que je pouvais me permettre de la contacter pour lui demander de m’ informer si elle était absente ( dans ce cas je prends son horaire ) ou si elle finissait plus tôt ( dans ce cas je commence plus tôt ) . Cependant , je me permets de vous contacter car j’ ai donné cours hier et les étudiants m’ ont informé que Polopopo n’ a assuré que 40 min de cours et semblait fortement alcoolisée . Je ne suis pas certaine que vous puissiez faire quoi que ce soit mais les étudiants semblent un peu inquiets quant à l’ issue de ce semestre . Ils n’ auront pas vu grand-chose de le programme mais j’ espère qu’ ils ne seront pas pénalisés . En vous remerciant pour l’ attention que vous porterez à cet email , Cordialement ,",0
30,16,24,6,8,0,0,8,4,1,1,1,1,1,tristesse," Bonsoir Polopopo , Je n’ ai ni donné de nouvelles dans l’ intervalle , ni répondu à votre tout récent mail , car je me trouvais fort dépourvue : pour un dossier déposé le 18 juillet 2018 , cachet de la poste faisant foi , je n’ avais toujours pas de réponse finalisée en provenance de l’ administration ( aussi incroyable que cela puisse paraître … ) . Or je viens de recevoir aujourd’hui même mon « Arrêté de retraite » ( votre mail a -t-il été magique ??? ) . Je quitte donc mon statut de mise en disponibilité , et libère de facto mon poste … Je suppose que l’ administration ne saurait tarder à vous en faire part et vous indiquer comment remettre mon poste à le concours . Je vous le dis à le plus vite , car j’ ai idée des problèmes de le Département . J’ ai profondément aimé Polopopo , même si en plus de 30 ans j’ en ai aussi mesuré la progressive déliquescence . Ce n’ est pas non plus évident de finir une carrière de la sorte . Mais bon , bien cordialement à vous ,",0
25,12,16,11,7,0,0,10,8,1,1,1,1,1,tristesse," Chère Polopopo , chère Polopopo , [ et pardon pour la coquille dans mon message précédent : il faut bien sûr lire « Chères Directrices » ] Je vous assure , et c’ est bien le moins , de vous tenir informées le plus rapidement possible … et j’ aurai sans doute un peu d’ avance sur la voie hiérarchique . Cette décision est un déchirement pour moi mais ( 1 ) je ne puis plus laisser seul mon conjoint qui en plus de ses autres problèmes graves de santé a fait récemment un AVC qui l’ a privé de sa vue , et ( 2 ) je ne supporte plus non plus d’ infliger ma valse-hésitation à le Département , quand on sait de quelles difficultés il s’ agit en cas de remplacement plus ou moins à le pied-levé . Le mieux est de trancher , et j’ espère que le Comité Médical ira dans ce sens . Bien à vous , K.",0
91,53,29,25,17,0,0,26,17,1,1,1,1,1,colère," Madame , Monsieur , Nous vous écrivons à le nom de plusieurs étudiants de le parcours Recherche et Développement ( Polopopo ) en Master 2 à Polopopo , afin d’ exprimer notre inquiétude face à une situation qui nous semble incohérente et injuste . Lors de notre première année de Polopopo , il nous avait été clairement indiqué que , que nous restions à Polopopo ou que nous changions d’ université , le parcours Polopopo serait identique . Nous avons tous vérifié cette information , et il nous avait été confirmé à plusieurs reprises que cela serait bien le cas . Cependant , il apparaît aujourd’hui que les étudiants de la Polopopo Nouvelle ont la possibilité de remplir un formulaire vierge pour choisir les cours qu’ ils souhaitent , tandis que nous , à Polopopo , devons choisir parmi une liste prédéfinie . Il est difficile de considérer cela comme un vrai libre choix , donc nous refusons de signer nos contrats pédagogiques jusqu' à ce qu' une solution ne soit fournie . De plus , on nous dit que nous pouvons effectivement suivre les cours de notre choix , mais que ces cours n’ apparaîtront pas sur notre relevé de notes . Plus grave encore , il nous est demandé de « fictionnellement » assister à d’ autres cours de la liste autorisée , et de faire correspondre les notes à les cours que nous suivons réellement . Nous estimons que cette pratique revient à une forme de fraude , et constitue une injustice par rapport à nos efforts et à notre engagement . Si nous choisissons certains cours , c’ est parce que nous voulons qu’ ils soient officiellement reconnus sur notre relevé de notes . Nous refusons d’ accepter un relevé falsifié et doutons de la légalité de cette situation . Nous vous demandons donc de trouver une véritable solution . Cela pourrait inclure un transfert vers la Polopopo Nouvelle ou l’ Polopopo pour tous les étudiants concernés , une modification de le formulaire comme cela avait été fait en M1 , ou toute autre alternative qui garantisse que nos relevés de notes reflètent fidèlement notre parcours académique et que les engagements pris à notre égard soient respectés . Dans l’ attente d’ une solution rapide et adéquate , nous vous prions d’ agréer , Madame , Monsieur , l’ expression de nos salutations distinguées . La solution proposée pour l' instant semble être de choisir des cours équivalents à ceux désirés . Cependant , celà est impossible dans certains cas , vous avez surement entendu parlé de le cours de programmation objet ( par exemple ) dont il est impossible de trouver un équivalent à Polopopo . Nous sommes conscients que vous êtes certainement surchargée en ce début d' année et que cette situation ne dépend pas de vous . Malheureusement , nous nous retrouvons à le pied de le mur et avons l' impression de subir une injustice par rapport à les étudiants de P3 . Si des démarches doivent être engagées pour des transferts , nous souhaiterions le faire à le plus vite pour éviter des problèmes administratifs . Je vous remercie d' avance pour l' intérêt que vous porterez à ce courriel et pour votre implication dans cette situation plus que compliquée ...",0
149,60,63,47,14,0,1,17,12,1,1,1,1,1,colère," Monsieur , Suite à votre plainte auprès de la Direction de le Département de Sciences de le langage concernant l' évaluation que j' ai faite comme déficiente à l' examination de le cours de Phonologie 3 - Second semestre de la Licence 3 SdL , je réagis à le dernier mail que vous m' avez envoyé , daté de le 13 juin 2018 ( date nettement postérieure à la date limite qui m' étais impartie par l' Administration de l' Université Polopopo 10 - Polopopo pour la restitution de les résultats acquis à le titre de le contrôle continu ) . A ce mail et à ce mail seulement , vous avez joint le volet manquant et aussi le plus important de les travaux de validation de le cours de Phonologie 3 - Licence Polopopo 3 à le titre de le contrôle continu ; travaux que je vous avais réclamés par mes mails de le 16 mai , de le 21 mai et de le 23 mai 2018 . Je vous rappelle à ce propos quel contrat verbal nous avions passé vous et moi à l' extrême fin de le second semestre concernant la validation de mon enseignement , contrat que vous avez de fait accepté par votre mail de le 10 mai 2018 ( voir plus bas ) : bien que vous n' ayez jamais assisté à les séances de mon cours ( vous vous y étiez inscrit , ce me semble , à le titre de la procédure administrative de le contrôle dérogatoire ) , ni rendu dans les délais qui étaient impartis à les autres étudiants les travaux de validation de le cours à le titre de la procédure administrative de le contrôle continu , j' ai eu l' amabilité , je vous le rappelle , d' accéder à votre demande d' être évalué quand même à le titre de le contrôle continu . J' y ai mis bien entendu comme condition sine qua non que vous me rendiez , dans les délais impartis administrativement pour la validation de les résultats , tous les travaux que j' avais demandés à les autres candidats ( 3 travaux ) , dont obligatoirement le dernier parce que ( 1 ) il n' avait pas l' objet d' une correction en cours , contrairement à les deux autres , et ( 2 ) , étant le dernier , il visait à sanctionner l' ensemble de les acquis de le cours . Je vois mal qu' on puisse être plus conciliant que je ne l' ai été relativement à votre cas particulier sans verser irrémédiablement dans quelque forme d' iniquité vis-à-vis de les autres étudiants . Bref , je vous le confirme , à la date limite de restitution de les résultats de le contrôle continu vous étiez ce que le jargon de Polopopo 10 nomme déficient à l' examen ( encore une fois dit , la restitution de votre dernier travail ne m' a été faite qu' à le 13 juin , et vous attestiez vous-même à le 22 mai ne pas m' avoir rendu ce 3ème travail ) ; à ma connaissance , vous n' avez pas passé l' épreuve de le contrôle dérogatoire , donc vous y êtes déficient aussi ; à ma connaissance toujours , vous n' avez pas passé non plus l' épreuve de la seconde session - là encore déficience . Je ne saurais donc trop vous conseiller maintenant de vous tourner vers le jury de diplôme en vue qu' il détermine dans quelle mesure il peut prendre en considération vos difficultés personnelles ( proviso que le "" blocus "" de l' Université n' est pas un motif plausible : le chemin de mon e-mail vous étant connu à le moins depuis le 10 mai , date de votre premier mail ) . Je m' interroge par ailleurs sur un point de votre mail tardif de le 13 juin qui me paraît si sévèrement problématique que j' ai besoin , maintenant que vous avez fait réclamation , d' une explication ; je vous cite : "" [ ... ] j' ai dû faire rapidement le devoir que vous m' aviez demandé , et je vous l' avais envoyé quelques jours plus tard . [ ... ] Est -ce que vous l' avez bien reçu ? "" Et bien NON , je ne l' ai pas reçu avant le mail de le 13 juin , et je vous demande en conséquence de me renvoyer cet autre mail que vous attestez , avec les preuves de la date et de l' adresse de l' envoi . Une dernière remarque : la correction de votre dernier travail ( que je n' étais pas tenu de faire vu qu' il est radicalement hors délais ) laisse apparaître quelques faiblesses conceptuelles et techniques de vos connaissances en matières phonologiques ; si vous souhaitez en savoir plus , voyez avec la Direction de le Département de Sciences de le langage à laquelle je transmets et votre copie et mes correction . Veuillez agréer , Monsieur , l' expression de mes sentiments distingués .",0
